timestamp,source,event_type,src_ip,dst_ip,src_port,dst_port,proto,outcome,user,domain,uri,bytes,duration,rule_id,signature,method,status_code,user_agent,true_label,comment
2026-05-06 08:21:35,DNS,dns,10.10.10.28,10.10.20.30,62971,53,tcp,success,,docs.local,,53341,0.02,,,,0,,normal,обычная активность
2026-05-06 08:22:10,FW,net_conn,10.10.10.17,10.10.20.20,45027,445,tcp,success,,,,79680,0.02,,,,0,,normal,обычная активность
2026-05-06 08:22:45,WAF,http,10.10.10.38,10.10.20.30,12968,443,tcp,success,,,/portal,30547,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:23:20,FW,net_conn,10.10.10.33,10.10.20.20,52174,445,tcp,success,,,,30041,0.02,,,,0,,normal,обычная активность
2026-05-06 08:23:55,DNS,dns,10.10.10.14,10.10.20.20,62668,53,tcp,success,,docs.local,,25688,0.02,,,,0,,normal,обычная активность
2026-05-06 08:24:30,DNS,dns,10.10.10.36,10.10.20.30,63734,53,tcp,success,,docs.local,,43351,0.02,,,,0,,normal,обычная активность
2026-05-06 08:25:00,Suricata,ids_alert,203.0.113.10,10.10.20.10,26521,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:25:00,FW,net_conn,203.0.113.10,10.10.20.10,32576,11211,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:05,WAF,http,10.10.10.30,10.10.20.30,17313,443,tcp,success,,,/portal,50589,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:25:06,FW,net_conn,203.0.113.10,10.10.20.10,24065,445,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:12,FW,net_conn,203.0.113.10,10.10.20.10,41085,3389,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:17,Suricata,ids_alert,203.0.113.10,10.10.20.10,26980,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:25:18,FW,net_conn,203.0.113.10,10.10.20.10,37415,8080,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:24,FW,net_conn,203.0.113.10,10.10.20.10,63198,143,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:30,FW,net_conn,203.0.113.10,10.10.20.10,45725,80,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:34,Suricata,ids_alert,203.0.113.10,10.10.20.10,60440,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:25:36,FW,net_conn,203.0.113.10,10.10.20.10,52292,5432,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:40,DNS,dns,10.10.10.12,10.10.20.10,55975,53,tcp,success,,corp.local,,32718,0.02,,,,0,,normal,обычная активность
2026-05-06 08:25:42,FW,net_conn,203.0.113.10,10.10.20.10,44885,139,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:48,FW,net_conn,203.0.113.10,10.10.20.10,49260,53,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:25:51,Suricata,ids_alert,203.0.113.10,10.10.20.10,2431,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:25:54,FW,net_conn,203.0.113.10,10.10.20.10,46996,25,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:00,FW,net_conn,203.0.113.10,10.10.20.10,55510,9300,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:06,FW,net_conn,203.0.113.10,10.10.20.10,25487,1521,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:08,Suricata,ids_alert,203.0.113.10,10.10.20.10,57823,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:26:12,FW,net_conn,203.0.113.10,10.10.20.10,59692,27017,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:15,WAF,http,10.10.10.33,10.10.20.30,21536,80,tcp,success,,,/api/status,61408,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:26:18,FW,net_conn,203.0.113.10,10.10.20.10,18813,10000,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:24,FW,net_conn,203.0.113.10,10.10.20.10,50926,8443,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:25,Suricata,ids_alert,203.0.113.10,10.10.20.10,54490,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:26:30,FW,net_conn,203.0.113.10,10.10.20.10,13250,9000,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:36,FW,net_conn,203.0.113.10,10.10.20.10,33991,21,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:42,Suricata,ids_alert,203.0.113.10,10.10.20.10,11595,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:26:42,FW,net_conn,203.0.113.10,10.10.20.10,26407,23,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:26:50,WAF,http,10.10.10.36,10.10.20.20,23540,443,tcp,success,,,/api/status,40931,0.02,,,GET,302,Mozilla/5.0,normal,обычная активность
2026-05-06 08:26:59,Suricata,ids_alert,203.0.113.10,10.10.20.10,26826,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:27:16,Suricata,ids_alert,203.0.113.10,10.10.20.10,57310,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:27:25,DNS,dns,10.10.10.23,10.10.20.10,59425,53,tcp,success,,docs.local,,76685,0.02,,,,0,,normal,обычная активность
2026-05-06 08:27:33,Suricata,ids_alert,203.0.113.10,10.10.20.10,54982,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:27:50,Suricata,ids_alert,203.0.113.10,10.10.20.10,18733,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:28:00,FW,net_conn,10.10.10.20,10.10.20.20,25250,445,tcp,success,,,,10139,0.02,,,,0,,normal,обычная активность
2026-05-06 08:28:07,Suricata,ids_alert,203.0.113.10,10.10.20.10,64259,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:28:24,Suricata,ids_alert,203.0.113.10,10.10.20.10,49701,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:28:35,WAF,http,10.10.10.31,10.10.20.20,43779,80,tcp,success,,,/index,36909,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:28:41,Suricata,ids_alert,203.0.113.10,10.10.20.10,11294,445,tcp,failure,,,,60,0.02,2001219,ET SCAN Potential Network Scan,,0,,scan,IDS как дополнительный сигнал
2026-05-06 08:29:10,DNS,dns,10.10.10.18,10.10.20.20,22701,53,tcp,success,,docs.local,,40586,0.02,,,,0,,normal,обычная активность
2026-05-06 08:29:45,DNS,dns,10.10.10.25,10.10.20.20,41081,53,tcp,success,,docs.local,,29505,0.02,,,,0,,normal,обычная активность
2026-05-06 08:30:20,DNS,dns,10.10.10.40,10.10.20.20,30730,53,tcp,success,,docs.local,,65199,0.02,,,,0,,normal,обычная активность
2026-05-06 08:30:55,FW,net_conn,10.10.10.14,10.10.20.20,40912,445,tcp,success,,,,18432,0.02,,,,0,,normal,обычная активность
2026-05-06 08:31:30,WAF,http,10.10.10.41,10.10.20.10,27677,80,tcp,failure,,,/portal,33620,0.02,,,GET,404,Mozilla/5.0,normal,обычная активность
2026-05-06 08:32:05,WAF,http,10.10.10.40,10.10.20.20,37057,80,tcp,success,,,/portal,14343,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:32:40,WAF,http,10.10.10.29,10.10.20.10,62766,443,tcp,success,,,/docs,77416,0.02,,,GET,302,Mozilla/5.0,normal,обычная активность
2026-05-06 08:33:00,FW,net_conn,203.0.113.11,10.10.20.10,41587,139,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:06,FW,net_conn,203.0.113.11,10.10.20.10,24750,389,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:12,FW,net_conn,203.0.113.11,10.10.20.10,45356,5900,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:15,FW,net_conn,10.10.10.13,10.10.20.20,12828,445,tcp,success,,,,739,0.02,,,,0,,normal,обычная активность
2026-05-06 08:33:18,FW,net_conn,203.0.113.11,10.10.20.10,34594,3306,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:24,FW,net_conn,203.0.113.11,10.10.20.10,3839,27017,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:30,FW,net_conn,203.0.113.11,10.10.20.10,5466,10000,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:36,FW,net_conn,203.0.113.11,10.10.20.10,25973,23,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:42,FW,net_conn,203.0.113.11,10.10.20.10,55370,8443,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:48,FW,net_conn,203.0.113.11,10.10.20.10,48236,80,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:33:50,WAF,http,10.10.10.32,10.10.30.10,56865,443,tcp,success,,,/docs,3742,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:33:54,FW,net_conn,203.0.113.11,10.10.20.10,58391,3389,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:00,FW,net_conn,203.0.113.11,10.10.20.10,1090,11211,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:06,FW,net_conn,203.0.113.11,10.10.20.10,30877,21,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:12,FW,net_conn,203.0.113.11,10.10.20.10,41228,1521,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:18,FW,net_conn,203.0.113.11,10.10.20.10,25021,443,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:24,FW,net_conn,203.0.113.11,10.10.20.10,23744,9300,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:25,WAF,http,10.10.10.15,10.10.30.10,41979,80,tcp,success,,,/docs,66659,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:34:30,FW,net_conn,203.0.113.11,10.10.20.10,32529,9200,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:36,FW,net_conn,203.0.113.11,10.10.20.10,13358,25,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:42,FW,net_conn,203.0.113.11,10.10.20.10,51603,8080,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:48,FW,net_conn,203.0.113.11,10.10.20.10,50585,135,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:34:54,FW,net_conn,203.0.113.11,10.10.20.10,56216,1433,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:35:00,FW,net_conn,10.10.10.12,10.10.30.10,22864,445,tcp,success,,,,64017,0.02,,,,0,,normal,обычная активность
2026-05-06 08:35:00,FW,net_conn,203.0.113.11,10.10.20.10,60487,22,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:35:35,WAF,http,10.10.10.38,10.10.30.10,41152,80,tcp,success,,,/docs,44331,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:36:10,WAF,http,10.10.10.13,10.10.20.30,52881,80,tcp,success,,,/portal,43383,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:36:45,WAF,http,10.10.10.14,10.10.20.20,22477,443,tcp,success,,,/api/status,59787,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:37:20,WAF,http,10.10.10.33,10.10.20.30,32733,443,tcp,success,,,/api/status,25905,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:37:55,WAF,http,10.10.10.22,10.10.20.20,23118,443,tcp,success,,,/index,76051,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:38:30,FW,net_conn,10.10.10.34,10.10.20.10,32413,445,tcp,success,,,,64291,0.02,,,,0,,normal,обычная активность
2026-05-06 08:39:05,FW,net_conn,10.10.10.29,10.10.30.10,62500,445,tcp,success,,,,52595,0.02,,,,0,,normal,обычная активность
2026-05-06 08:39:40,FW,net_conn,10.10.10.38,10.10.20.10,11043,445,tcp,success,,,,87632,0.02,,,,0,,normal,обычная активность
2026-05-06 08:40:15,WAF,http,10.10.10.20,10.10.30.10,57787,80,tcp,success,,,/index,46094,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:40:50,FW,net_conn,10.10.10.17,10.10.20.30,49636,445,tcp,success,,,,36150,0.02,,,,0,,normal,обычная активность
2026-05-06 08:41:00,FW,net_conn,203.0.113.12,10.10.20.10,54356,22,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:06,FW,net_conn,203.0.113.12,10.10.20.10,16342,11211,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:12,FW,net_conn,203.0.113.12,10.10.20.10,14854,110,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:18,FW,net_conn,203.0.113.12,10.10.20.10,26915,1521,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:24,FW,net_conn,203.0.113.12,10.10.20.10,24633,135,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:25,WAF,http,10.10.10.38,10.10.20.30,39073,443,tcp,success,,,/index,30924,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:41:30,FW,net_conn,203.0.113.12,10.10.20.10,29480,389,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:36,FW,net_conn,203.0.113.12,10.10.20.10,9532,9000,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:42,FW,net_conn,203.0.113.12,10.10.20.10,37390,5900,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:48,FW,net_conn,203.0.113.12,10.10.20.10,40703,5432,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:41:54,FW,net_conn,203.0.113.12,10.10.20.10,15594,9200,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:00,FW,net_conn,203.0.113.12,10.10.20.10,47802,1433,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:00,DNS,dns,10.10.10.30,10.10.20.10,41000,53,tcp,success,,corp.local,,80175,0.02,,,,0,,normal,обычная активность
2026-05-06 08:42:06,FW,net_conn,203.0.113.12,10.10.20.10,14721,25,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:12,FW,net_conn,203.0.113.12,10.10.20.10,38846,80,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:18,FW,net_conn,203.0.113.12,10.10.20.10,26567,143,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:24,FW,net_conn,203.0.113.12,10.10.20.10,10653,23,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:30,FW,net_conn,203.0.113.12,10.10.20.10,19541,8443,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:35,DNS,dns,10.10.10.29,10.10.20.10,26018,53,tcp,success,,corp.local,,67067,0.02,,,,0,,normal,обычная активность
2026-05-06 08:42:36,FW,net_conn,203.0.113.12,10.10.20.10,1174,10000,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:42,FW,net_conn,203.0.113.12,10.10.20.10,6323,3306,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:48,FW,net_conn,203.0.113.12,10.10.20.10,13304,445,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:42:54,FW,net_conn,203.0.113.12,10.10.20.10,23819,3389,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:43:00,FW,net_conn,203.0.113.12,10.10.20.10,1273,139,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:43:06,FW,net_conn,203.0.113.12,10.10.20.10,53255,8080,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:43:10,WAF,http,10.10.10.14,10.10.30.10,28046,443,tcp,success,,,/portal,88314,0.02,,,GET,302,Mozilla/5.0,normal,обычная активность
2026-05-06 08:43:12,FW,net_conn,203.0.113.12,10.10.20.10,1201,21,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:43:18,FW,net_conn,203.0.113.12,10.10.20.10,42397,27017,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:43:45,DNS,dns,10.10.10.17,10.10.20.20,18689,53,tcp,success,,corp.local,,59543,0.02,,,,0,,normal,обычная активность
2026-05-06 08:44:20,DNS,dns,10.10.10.13,10.10.20.30,50190,53,tcp,success,,corp.local,,3012,0.02,,,,0,,normal,обычная активность
2026-05-06 08:44:55,DNS,dns,10.10.10.16,10.10.20.10,32917,53,tcp,success,,docs.local,,48907,0.02,,,,0,,normal,обычная активность
2026-05-06 08:45:30,WAF,http,10.10.10.29,10.10.20.10,12214,443,tcp,success,,,/docs,45965,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:46:05,WAF,http,10.10.10.20,10.10.20.30,60339,443,tcp,success,,,/portal,59564,0.02,,,GET,200,Mozilla/5.0,normal,обычная активность
2026-05-06 08:46:40,FW,net_conn,10.10.10.19,10.10.20.30,61219,445,tcp,success,,,,82232,0.02,,,,0,,normal,обычная активность
2026-05-06 08:47:15,DNS,dns,10.10.10.41,10.10.20.20,3624,53,tcp,success,,docs.local,,34640,0.02,,,,0,,normal,обычная активность
2026-05-06 08:47:50,FW,net_conn,10.10.10.18,10.10.20.30,39593,445,tcp,success,,,,6661,0.02,,,,0,,normal,обычная активность
2026-05-06 08:48:25,FW,net_conn,10.10.10.12,10.10.20.10,22789,445,tcp,success,,,,48645,0.02,,,,0,,normal,обычная активность
2026-05-06 08:49:00,FW,net_conn,10.10.10.20,10.10.20.30,39548,445,tcp,success,,,,52538,0.02,,,,0,,normal,обычная активность
2026-05-06 08:49:00,FW,net_conn,203.0.113.13,10.10.20.10,29186,9300,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:06,FW,net_conn,203.0.113.13,10.10.20.10,7322,80,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:12,FW,net_conn,203.0.113.13,10.10.20.10,52531,21,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:18,FW,net_conn,203.0.113.13,10.10.20.10,39892,27017,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:24,FW,net_conn,203.0.113.13,10.10.20.10,2643,11211,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:30,FW,net_conn,203.0.113.13,10.10.20.10,62598,143,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:35,DNS,dns,10.10.10.31,10.10.20.30,12886,53,tcp,success,,corp.local,,74730,0.02,,,,0,,normal,обычная активность
2026-05-06 08:49:36,FW,net_conn,203.0.113.13,10.10.20.10,60838,5900,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:42,FW,net_conn,203.0.113.13,10.10.20.10,60463,8443,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
2026-05-06 08:49:48,FW,net_conn,203.0.113.13,10.10.20.10,11907,22,tcp,failure,,,,60,0.02,,,,0,,scan,реальное сканирование портов
