timestamp,source,event_type,src_ip,dst_ip,src_port,dst_port,proto,outcome,user,domain,uri,bytes,duration,rule_id,signature,method,status_code,user_agent,event_id,process_name,command_line,true_label,comment
2026-05-04 09:08:03,DC-DNS,dns,192.168.10.100,172.16.1.12,16133,53,tcp,success,,corp.local,,38587,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:08:26,DC-DNS,dns,192.168.1.102,172.16.1.12,40956,53,tcp,success,,repo.debian.org,,26315,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:08:49,Windows-EventLog,net_conn,192.168.1.50,192.168.1.200,14451,389,tcp,success,,,,67778,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:09:12,Linux-auth,net_conn,192.168.10.100,172.16.1.11,45955,22,tcp,success,,,,67349,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:09:35,pfSense_Suricata,dns,192.168.1.50,172.16.1.10,57483,53,tcp,success,,corp.local,,2323,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:09:58,Reverse-proxy,http,192.168.10.101,172.16.1.11,54946,443,tcp,success,,,/portal,1639,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:10:21,pfSense_Suricata,http,192.168.10.101,172.16.1.12,10824,80,tcp,success,,,/docs,14569,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:10:44,pfSense_Suricata,http,192.168.10.101,172.16.1.11,60095,443,tcp,success,,,/portal,50112,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:11:07,DC-DNS,dns,192.168.10.101,172.16.1.12,32041,53,tcp,success,,repo.debian.org,,4643,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:11:30,Linux-auth,net_conn,192.168.10.100,172.16.1.12,48274,22,tcp,success,,,,18503,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:11:53,Windows-EventLog,net_conn,192.168.1.102,172.16.1.11,20755,445,tcp,success,,,,35852,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:12:16,Arkime,http,192.168.1.102,192.168.1.200,60940,80,tcp,success,,,/docs,68146,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:12:39,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.11,38587,22,tcp,success,,,,45520,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:13:02,pfSense_Suricata,http,192.168.20.101,172.16.1.12,3847,443,tcp,success,,,/favicon.ico,89981,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:13:25,pfSense_Suricata,http,192.168.20.101,172.16.1.10,9868,80,tcp,success,,,/index,32047,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:13:48,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.200,51617,445,tcp,success,,,,55959,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:14:11,Linux-auth,net_conn,192.168.10.100,172.16.1.12,9636,22,tcp,success,,,,59973,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:14:34,Reverse-proxy,http,192.168.1.102,172.16.1.11,32949,443,tcp,success,,,/favicon.ico,11188,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:14:57,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.11,58321,445,tcp,success,,,,18876,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:15:20,Windows-EventLog,net_conn,192.168.10.100,172.16.1.12,26998,445,tcp,success,,,,55184,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:15:43,pfSense_Suricata,http,192.168.20.102,172.16.1.11,23149,80,tcp,success,,,/docs,83406,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:16:06,Reverse-proxy,http,192.168.1.102,192.168.1.200,61414,443,tcp,success,,,/portal,3628,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:16:29,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.10,22166,389,tcp,success,,,,77573,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:16:52,pfSense_Suricata,net_conn,192.168.20.102,172.16.1.11,4116,389,tcp,success,,,,10874,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:17:15,Arkime,http,192.168.1.50,192.168.1.200,27460,443,tcp,failure,,,/index,53159,0.02,,,GET,404,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:17:38,pfSense_Suricata,net_conn,192.168.10.100,172.16.1.10,55265,445,tcp,success,,,,81093,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:18:01,Windows-EventLog,net_conn,192.168.20.101,192.168.1.200,28026,445,tcp,success,,,,66951,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:18:24,Reverse-proxy,http,192.168.1.102,172.16.1.11,29088,443,tcp,success,,,/portal,79428,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:18:47,Windows-EventLog,net_conn,192.168.10.101,192.168.1.102,30678,389,tcp,success,,,,83265,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:19:10,Reverse-proxy,http,192.168.20.101,192.168.1.102,34442,80,tcp,success,,,/api/status,35424,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:19:33,Arkime,http,192.168.20.102,172.16.1.12,30952,80,tcp,success,,,/docs,5015,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:19:56,pfSense_Suricata,dns,192.168.20.102,172.16.1.11,27053,53,tcp,success,,corp.local,,62571,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:20:19,pfSense_Suricata,http,192.168.1.50,192.168.1.200,21178,443,tcp,success,,,/docs,16369,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:20:42,pfSense_Suricata,http,192.168.10.100,172.16.1.11,48486,80,tcp,success,,,/portal,69652,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:21:05,pfSense_Suricata,net_conn,192.168.10.101,172.16.1.10,7716,22,tcp,success,,,,32259,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:21:28,pfSense_Suricata,http,192.168.20.102,172.16.1.12,56576,443,tcp,success,,,/login,62964,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:21:51,Arkime,http,192.168.1.50,172.16.1.12,24691,80,tcp,success,,,/docs,78584,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:22:14,Reverse-proxy,http,192.168.20.101,172.16.1.10,44599,443,tcp,success,,,/login,65905,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:22:37,pfSense_Suricata,net_conn,192.168.10.100,172.16.1.11,37574,445,tcp,success,,,,1609,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:23:00,Arkime,http,192.168.1.102,172.16.1.11,44005,443,tcp,success,,,/favicon.ico,79593,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:23:23,pfSense_Suricata,http,192.168.10.101,172.16.1.12,46876,80,tcp,success,,,/docs,27586,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:23:46,Windows-EventLog,net_conn,192.168.20.101,172.16.1.11,35021,389,tcp,success,,,,67401,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:24:09,pfSense_Suricata,net_conn,192.168.1.50,192.168.1.200,13783,389,tcp,success,,,,85176,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:24:32,Windows-EventLog,net_conn,192.168.10.100,172.16.1.10,31223,389,tcp,success,,,,61824,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:24:55,DC-DNS,dns,192.168.1.50,172.16.1.12,16438,53,tcp,success,,repo.debian.org,,55005,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:25:18,Reverse-proxy,http,192.168.1.50,172.16.1.11,32517,80,tcp,success,,,/api/status,71432,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:25:41,Arkime,http,192.168.10.100,172.16.1.12,46930,443,tcp,success,,,/favicon.ico,76049,0.02,,,GET,302,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:26:04,pfSense_Suricata,dns,192.168.20.102,172.16.1.12,41002,53,tcp,success,,updates.microsoft.com,,33709,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:26:27,Windows-EventLog,net_conn,192.168.10.101,192.168.1.200,42265,389,tcp,success,,,,41527,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:26:50,DC-DNS,dns,192.168.1.102,172.16.1.10,45720,53,tcp,success,,repo.debian.org,,15241,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:27:13,DC-DNS,dns,192.168.10.101,192.168.1.102,35500,53,tcp,success,,time.windows.com,,45146,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:27:36,Reverse-proxy,http,192.168.10.101,192.168.1.200,48360,80,tcp,success,,,/api/status,89999,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:27:59,pfSense_Suricata,net_conn,192.168.1.50,192.168.1.200,8564,22,tcp,success,,,,48666,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:28:22,pfSense_Suricata,net_conn,192.168.20.102,192.168.1.200,45695,445,tcp,success,,,,44212,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:28:45,Arkime,http,192.168.20.102,172.16.1.10,45360,80,tcp,success,,,/favicon.ico,41913,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:29:08,pfSense_Suricata,net_conn,192.168.10.101,192.168.1.102,15846,22,tcp,success,,,,10344,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:29:31,Linux-auth,net_conn,192.168.10.101,172.16.1.12,51907,22,tcp,success,,,,717,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:29:54,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.10,54113,22,tcp,success,,,,83568,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:30:17,Reverse-proxy,http,192.168.1.50,172.16.1.12,55819,80,tcp,success,,,/api/status,12338,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:30:40,Windows-EventLog,net_conn,192.168.20.102,172.16.1.10,37717,389,tcp,success,,,,61584,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:31:03,Windows-EventLog,net_conn,192.168.20.102,172.16.1.12,16928,445,tcp,success,,,,12078,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:31:26,Arkime,http,192.168.10.100,192.168.1.200,61745,443,tcp,success,,,/login,29189,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:31:49,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.200,30861,22,tcp,success,,,,77138,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:32:12,DC-DNS,dns,192.168.20.101,192.168.1.102,32841,53,tcp,success,,corp.local,,10168,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:32:35,Windows-EventLog,net_conn,192.168.10.101,172.16.1.10,57867,389,tcp,success,,,,15407,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:32:58,Windows-EventLog,net_conn,192.168.20.101,172.16.1.10,24261,389,tcp,success,,,,31792,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:33:21,Reverse-proxy,http,192.168.1.102,172.16.1.11,30657,443,tcp,success,,,/favicon.ico,68118,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:33:44,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,28600,445,tcp,success,,,,70542,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:34:07,Windows-EventLog,net_conn,192.168.1.50,192.168.1.102,30062,389,tcp,success,,,,70393,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:34:30,Reverse-proxy,http,192.168.1.50,172.16.1.12,10989,80,tcp,success,,,/portal,3692,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:34:53,Reverse-proxy,http,192.168.10.101,192.168.1.200,54594,443,tcp,success,,,/favicon.ico,20726,0.02,,,GET,302,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:35:16,pfSense_Suricata,dns,192.168.20.101,192.168.1.102,39971,53,tcp,success,,repo.debian.org,,13519,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:35:39,Windows-EventLog,net_conn,192.168.10.100,192.168.1.102,30417,389,tcp,success,,,,47974,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:36:02,Arkime,http,192.168.1.102,192.168.1.200,17729,80,tcp,success,,,/docs,68361,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:36:25,Reverse-proxy,http,192.168.1.50,172.16.1.11,63266,443,tcp,success,,,/docs,15943,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:36:48,pfSense_Suricata,dns,192.168.10.100,172.16.1.11,18385,53,tcp,success,,repo.debian.org,,37773,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:37:11,DC-DNS,dns,192.168.1.102,192.168.1.200,34997,53,tcp,success,,corp.local,,12936,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:37:34,pfSense_Suricata,dns,192.168.1.102,172.16.1.10,58382,53,tcp,success,,repo.debian.org,,13134,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:37:57,Arkime,http,192.168.1.50,172.16.1.12,18834,80,tcp,failure,,,/docs,56720,0.02,,,GET,404,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:38:20,Reverse-proxy,http,192.168.20.102,172.16.1.11,25852,80,tcp,success,,,/favicon.ico,43667,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:38:43,DC-DNS,dns,192.168.20.101,192.168.1.102,6049,53,tcp,success,,repo.debian.org,,36258,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:39:06,pfSense_Suricata,net_conn,192.168.20.101,192.168.1.200,61400,389,tcp,success,,,,74866,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:39:29,pfSense_Suricata,dns,192.168.1.102,172.16.1.11,49415,53,tcp,success,,updates.microsoft.com,,72532,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:39:52,Reverse-proxy,http,192.168.10.101,172.16.1.11,34883,80,tcp,success,,,/api/status,48295,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:40:15,Arkime,http,192.168.10.101,192.168.1.102,1332,443,tcp,success,,,/index,16481,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:40:38,DC-DNS,dns,192.168.10.100,192.168.1.102,23278,53,tcp,success,,repo.debian.org,,89344,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:41:01,Windows-EventLog,net_conn,192.168.20.101,172.16.1.10,10125,389,tcp,success,,,,29545,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:41:24,pfSense_Suricata,net_conn,192.168.20.102,192.168.1.102,11875,389,tcp,success,,,,44184,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:41:47,Windows-EventLog,net_conn,192.168.10.100,172.16.1.12,8985,445,tcp,success,,,,32994,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:42:10,pfSense_Suricata,net_conn,192.168.10.101,192.168.1.102,50930,22,tcp,success,,,,6702,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:42:33,Linux-auth,net_conn,192.168.10.101,172.16.1.12,55107,22,tcp,success,,,,7205,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:42:56,DC-DNS,dns,192.168.20.102,172.16.1.10,61428,53,tcp,success,,updates.microsoft.com,,4793,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:43:19,Reverse-proxy,http,192.168.10.101,192.168.1.102,22497,80,tcp,failure,,,/portal,78910,0.02,,,GET,404,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:43:42,Arkime,http,192.168.10.101,172.16.1.12,8871,443,tcp,success,,,/favicon.ico,88739,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:44:05,Windows-EventLog,net_conn,192.168.1.50,172.16.1.10,13295,389,tcp,success,,,,17568,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:44:28,DC-DNS,dns,192.168.10.101,172.16.1.12,19222,53,tcp,success,,time.windows.com,,4538,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:44:51,Arkime,http,192.168.20.101,192.168.1.102,7371,80,tcp,success,,,/docs,33644,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:45:14,pfSense_Suricata,net_conn,192.168.20.102,172.16.1.11,26672,22,tcp,success,,,,23077,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:45:37,Windows-EventLog,net_conn,192.168.1.102,172.16.1.10,12766,445,tcp,success,,,,43122,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:46:00,Linux-auth,net_conn,192.168.1.102,172.16.1.12,21768,22,tcp,success,,,,35345,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:46:23,Reverse-proxy,http,192.168.1.50,172.16.1.12,53461,80,tcp,success,,,/portal,59599,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:46:46,pfSense_Suricata,net_conn,192.168.10.100,172.16.1.12,4623,389,tcp,success,,,,50038,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:47:09,Reverse-proxy,http,192.168.20.101,192.168.1.102,37378,80,tcp,success,,,/portal,23642,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:47:32,DC-DNS,dns,192.168.20.102,192.168.1.102,42206,53,tcp,success,,time.windows.com,,26867,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:47:55,Windows-EventLog,net_conn,192.168.10.100,172.16.1.10,43880,445,tcp,success,,,,36757,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:48:18,Linux-auth,net_conn,192.168.10.100,192.168.1.200,50227,22,tcp,success,,,,49390,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:48:41,pfSense_Suricata,http,192.168.20.102,172.16.1.11,1432,443,tcp,success,,,/portal,26414,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:49:04,Linux-auth,net_conn,192.168.10.100,172.16.1.12,55753,22,tcp,success,,,,11191,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:49:27,DC-DNS,dns,192.168.1.50,172.16.1.11,25062,53,tcp,success,,updates.microsoft.com,,30016,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:49:50,Reverse-proxy,http,192.168.10.100,192.168.1.102,33694,443,tcp,success,,,/portal,40329,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:50:13,pfSense_Suricata,http,192.168.10.100,192.168.1.200,56523,80,tcp,success,,,/favicon.ico,55944,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:50:36,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,47218,389,tcp,success,,,,71244,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:50:59,Arkime,http,192.168.10.101,172.16.1.10,26692,80,tcp,success,,,/login,77337,0.02,,,GET,200,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:51:22,DC-DNS,dns,192.168.1.50,192.168.1.102,44980,53,tcp,success,,updates.microsoft.com,,61383,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:51:45,pfSense_Suricata,dns,192.168.20.101,172.16.1.11,10918,53,tcp,success,,updates.microsoft.com,,64704,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:52:08,pfSense_Suricata,http,192.168.1.50,172.16.1.11,62256,443,tcp,success,,,/favicon.ico,81359,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:52:31,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.12,52971,22,tcp,success,,,,71938,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:52:54,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.200,9780,445,tcp,success,,,,64381,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:53:17,Reverse-proxy,http,192.168.20.102,172.16.1.11,34863,443,tcp,success,,,/login,8266,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:53:40,Arkime,http,192.168.20.101,172.16.1.12,12501,443,tcp,success,,,/docs,78937,0.02,,,GET,302,Edge/126,,,,normal,штатная активность стенда
2026-05-04 09:54:03,Arkime,http,192.168.1.102,192.168.1.102,40905,443,tcp,success,,,/portal,33074,0.02,,,GET,200,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:54:26,pfSense_Suricata,net_conn,192.168.1.50,172.16.1.11,32387,22,tcp,success,,,,60223,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:54:49,pfSense_Suricata,net_conn,192.168.20.102,192.168.1.200,2141,22,tcp,success,,,,35861,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:55:12,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.12,24723,389,tcp,success,,,,62977,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:55:35,DC-DNS,dns,192.168.10.100,192.168.1.200,31599,53,tcp,success,,time.windows.com,,9403,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:55:58,Windows-EventLog,net_conn,192.168.20.102,172.16.1.10,20339,389,tcp,success,,,,10254,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:56:21,Windows-EventLog,net_conn,192.168.1.102,172.16.1.10,33791,445,tcp,success,,,,45461,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:56:44,Reverse-proxy,http,192.168.20.102,172.16.1.11,11324,80,tcp,success,,,/login,79086,0.02,,,GET,200,Chrome/126,,,,normal,штатная активность стенда
2026-05-04 09:57:07,pfSense_Suricata,net_conn,192.168.20.101,172.16.1.11,56746,22,tcp,success,,,,16463,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:57:30,Windows-EventLog,net_conn,192.168.10.100,192.168.1.200,40835,389,tcp,success,,,,62269,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:57:53,pfSense_Suricata,dns,192.168.10.101,172.16.1.12,38652,53,tcp,success,,corp.local,,38471,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:58:16,Reverse-proxy,http,192.168.10.100,172.16.1.12,39241,80,tcp,success,,,/api/status,6791,0.02,,,GET,302,Mozilla/5.0,,,,normal,штатная активность стенда
2026-05-04 09:58:39,pfSense_Suricata,net_conn,192.168.1.102,172.16.1.10,28810,22,tcp,success,,,,56164,0.02,,,,0,,,,,normal,штатная активность стенда
2026-05-04 09:59:02,pfSense_Suricata,net_conn,192.168.10.100,192.168.1.102,44937,22,tcp,success,,,,36177,0.02,,,,0,,,,,normal,штатная активность стенда
