timestamp,source,event_type,src_ip,dst_ip,src_port,dst_port,proto,outcome,user,domain,uri,bytes,duration,rule_id,signature,method,status_code,user_agent,true_label
2026-05-04 09:06:18,FW,net_conn,10.0.1.24,10.0.1.100,34294,53,tcp,success,,,,21437,0.304,,,,0,,normal
2026-05-04 09:06:36,FW,http,10.0.1.12,10.0.1.101,33045,443,tcp,failure,,,/index,11121,0.01,,,GET,404,,normal
2026-05-04 09:06:54,FW,net_conn,10.0.1.24,10.0.1.101,4820,53,tcp,success,,,,8346,0.12,,,,0,,normal
2026-05-04 09:07:12,FW,http,10.0.1.19,10.0.1.100,51213,80,tcp,success,,,/login,17955,0.063,,,GET,200,,normal
2026-05-04 09:07:30,FW,http,10.0.1.20,10.0.1.101,28754,443,tcp,failure,,,/docs,20376,0.482,,,GET,404,,normal
2026-05-04 09:07:48,FW,http,10.0.1.24,10.0.1.200,43614,443,tcp,success,,,/docs,22509,0.187,,,GET,302,,normal
2026-05-04 09:08:06,FW,net_conn,10.0.1.24,10.0.1.200,17270,445,tcp,success,,,,4465,0.112,,,,0,,normal
2026-05-04 09:08:24,FW,http,10.0.1.15,10.0.1.100,47413,443,tcp,success,,,/api/status,2826,0.316,,,GET,200,,normal
2026-05-04 09:08:42,FW,http,10.0.1.13,10.0.1.100,16621,80,tcp,success,,,/docs,17347,0.139,,,GET,200,,normal
2026-05-04 09:09:00,FW,http,10.0.1.17,10.0.1.100,53944,443,tcp,success,,,/login,15998,0.204,,,GET,200,,normal
2026-05-04 09:09:18,FW,net_conn,10.0.1.11,10.0.1.100,28783,445,tcp,success,,,,12109,0.206,,,,0,,normal
2026-05-04 09:09:36,FW,http,10.0.1.23,10.0.1.200,48748,80,tcp,success,,,/index,13693,0.17,,,GET,200,,normal
2026-05-04 09:09:54,FW,http,10.0.1.23,10.0.1.100,30424,443,tcp,success,,,/api/status,18073,0.07,,,GET,200,,normal
2026-05-04 09:10:12,FW,net_conn,10.0.1.12,10.0.1.101,58334,445,tcp,success,,,,8685,0.462,,,,0,,normal
2026-05-04 09:10:30,FW,http,10.0.1.17,10.0.1.200,64528,80,tcp,failure,,,/index,983,0.047,,,GET,404,,normal
2026-05-04 09:10:48,FW,http,10.0.1.22,10.0.1.100,15032,443,tcp,success,,,/login,16273,0.432,,,GET,302,,normal
2026-05-04 09:11:06,FW,http,10.0.1.24,10.0.1.100,18404,443,tcp,success,,,/login,13293,0.463,,,GET,200,,normal
2026-05-04 09:11:24,FW,net_conn,10.0.1.22,10.0.1.101,46675,53,tcp,success,,,,14361,0.479,,,,0,,normal
2026-05-04 09:11:42,FW,net_conn,10.0.1.22,10.0.1.200,13469,445,tcp,success,,,,5572,0.148,,,,0,,normal
2026-05-04 09:12:00,FW,http,10.0.1.10,10.0.1.200,39308,80,tcp,success,,,/docs,2143,0.238,,,GET,200,,normal
2026-05-04 09:12:18,FW,http,10.0.1.24,10.0.1.200,56817,443,tcp,failure,,,/index,3125,0.093,,,GET,404,,normal
2026-05-04 09:12:36,FW,http,10.0.1.19,10.0.1.100,17159,443,tcp,success,,,/login,19167,0.289,,,GET,200,,normal
2026-05-04 09:12:54,FW,http,10.0.1.10,10.0.1.200,35285,80,tcp,failure,,,/login,19021,0.158,,,GET,404,,normal
2026-05-04 09:13:12,FW,net_conn,10.0.1.14,10.0.1.100,18431,53,tcp,success,,,,8321,0.198,,,,0,,normal
2026-05-04 09:13:30,FW,net_conn,10.0.1.20,10.0.1.200,21744,53,tcp,success,,,,15482,0.465,,,,0,,normal
2026-05-04 09:13:48,FW,http,10.0.1.24,10.0.1.100,7576,80,tcp,failure,,,/login,18948,0.037,,,GET,404,,normal
2026-05-04 09:14:06,FW,net_conn,10.0.1.13,10.0.1.200,62186,53,tcp,success,,,,4840,0.175,,,,0,,normal
2026-05-04 09:14:24,FW,net_conn,10.0.1.11,10.0.1.100,11362,53,tcp,success,,,,9838,0.219,,,,0,,normal
2026-05-04 09:14:42,FW,net_conn,10.0.1.18,10.0.1.200,53918,53,tcp,success,,,,20543,0.327,,,,0,,normal
2026-05-04 09:15:00,FW,net_conn,10.0.1.10,10.0.1.200,7812,53,tcp,success,,,,22237,0.469,,,,0,,normal
2026-05-04 09:15:18,FW,http,10.0.1.12,10.0.1.101,18872,80,tcp,failure,,,/index,5593,0.141,,,GET,404,,normal
2026-05-04 09:15:36,FW,net_conn,10.0.1.13,10.0.1.200,46079,53,tcp,success,,,,7171,0.317,,,,0,,normal
2026-05-04 09:15:54,FW,net_conn,10.0.1.14,10.0.1.200,60356,445,tcp,success,,,,8728,0.454,,,,0,,normal
2026-05-04 09:16:12,FW,net_conn,10.0.1.10,10.0.1.100,3913,445,tcp,success,,,,9566,0.002,,,,0,,normal
2026-05-04 09:16:30,FW,net_conn,10.0.1.22,10.0.1.100,49601,53,tcp,success,,,,5794,0.221,,,,0,,normal
2026-05-04 09:16:48,FW,http,10.0.1.21,10.0.1.101,60263,80,tcp,success,,,/index,23143,0.075,,,GET,200,,normal
2026-05-04 09:17:06,FW,http,10.0.1.10,10.0.1.101,21226,443,tcp,success,,,/login,1870,0.182,,,GET,200,,normal
2026-05-04 09:17:24,FW,net_conn,10.0.1.24,10.0.1.100,45723,53,tcp,success,,,,7383,0.125,,,,0,,normal
2026-05-04 09:17:42,FW,net_conn,10.0.1.11,10.0.1.101,50141,445,tcp,success,,,,20837,0.077,,,,0,,normal
2026-05-04 09:18:00,FW,http,10.0.1.24,10.0.1.100,12778,443,tcp,success,,,/api/status,1312,0.368,,,GET,302,,normal
2026-05-04 09:18:18,FW,http,10.0.1.15,10.0.1.101,8108,443,tcp,success,,,/docs,23479,0.191,,,GET,200,,normal
2026-05-04 09:18:36,FW,http,10.0.1.10,10.0.1.101,21024,443,tcp,success,,,/api/status,11957,0.41,,,GET,302,,normal
2026-05-04 09:18:54,FW,http,10.0.1.23,10.0.1.100,22536,443,tcp,success,,,/index,13556,0.139,,,GET,200,,normal
2026-05-04 09:19:12,FW,net_conn,10.0.1.11,10.0.1.101,34408,53,tcp,success,,,,21520,0.2,,,,0,,normal
2026-05-04 09:19:30,FW,net_conn,10.0.1.23,10.0.1.200,8583,53,tcp,success,,,,1404,0.439,,,,0,,normal
2026-05-04 09:19:48,FW,net_conn,10.0.1.14,10.0.1.100,8128,53,tcp,success,,,,1753,0.298,,,,0,,normal
2026-05-04 09:20:06,FW,net_conn,10.0.1.15,10.0.1.200,40752,53,tcp,success,,,,14799,0.492,,,,0,,normal
2026-05-04 09:20:24,FW,http,10.0.1.11,10.0.1.101,29601,443,tcp,success,,,/docs,23725,0.001,,,GET,200,,normal
2026-05-04 09:20:42,FW,http,10.0.1.24,10.0.1.200,63209,443,tcp,success,,,/docs,2792,0.332,,,GET,302,,normal
2026-05-04 09:21:00,FW,net_conn,10.0.1.15,10.0.1.200,56599,53,tcp,success,,,,22237,0.062,,,,0,,normal
2026-05-04 09:21:18,FW,net_conn,10.0.1.24,10.0.1.101,27788,53,tcp,success,,,,22352,0.163,,,,0,,normal
2026-05-04 09:21:36,FW,http,10.0.1.21,10.0.1.101,62651,443,tcp,success,,,/api/status,22288,0.19,,,GET,302,,normal
2026-05-04 09:21:54,FW,net_conn,10.0.1.21,10.0.1.100,36933,53,tcp,success,,,,13806,0.417,,,,0,,normal
2026-05-04 09:22:12,FW,http,10.0.1.14,10.0.1.101,43930,443,tcp,failure,,,/login,20379,0.161,,,GET,404,,normal
2026-05-04 09:22:30,FW,http,10.0.1.17,10.0.1.101,6581,443,tcp,success,,,/login,22089,0.142,,,GET,200,,normal
2026-05-04 09:22:48,FW,net_conn,10.0.1.20,10.0.1.200,54660,53,tcp,success,,,,3560,0.476,,,,0,,normal
2026-05-04 09:23:06,FW,net_conn,10.0.1.13,10.0.1.200,53882,53,tcp,success,,,,7861,0.1,,,,0,,normal
2026-05-04 09:23:24,FW,http,10.0.1.10,10.0.1.100,30870,443,tcp,failure,,,/login,2886,0.207,,,GET,404,,normal
2026-05-04 09:23:42,FW,http,10.0.1.20,10.0.1.200,17013,443,tcp,success,,,/login,13595,0.074,,,GET,302,,normal
2026-05-04 09:24:00,FW,http,10.0.1.21,10.0.1.100,53722,80,tcp,success,,,/login,6263,0.479,,,GET,200,,normal
2026-05-04 09:24:18,FW,http,10.0.1.18,10.0.1.101,9762,80,tcp,success,,,/api/status,15457,0.401,,,GET,200,,normal
2026-05-04 09:24:36,FW,net_conn,10.0.1.20,10.0.1.200,41174,53,tcp,success,,,,15002,0.408,,,,0,,normal
2026-05-04 09:24:54,FW,net_conn,10.0.1.24,10.0.1.200,30247,445,tcp,success,,,,18452,0.449,,,,0,,normal
2026-05-04 09:25:12,FW,net_conn,10.0.1.21,10.0.1.101,50292,445,tcp,success,,,,8993,0.124,,,,0,,normal
2026-05-04 09:25:30,FW,net_conn,10.0.1.20,10.0.1.101,16703,445,tcp,success,,,,21037,0.137,,,,0,,normal
2026-05-04 09:25:48,FW,net_conn,10.0.1.11,10.0.1.200,18831,53,tcp,success,,,,8183,0.168,,,,0,,normal
2026-05-04 09:26:06,FW,http,10.0.1.24,10.0.1.200,26126,80,tcp,success,,,/api/status,8077,0.347,,,GET,200,,normal
2026-05-04 09:26:24,FW,http,10.0.1.21,10.0.1.100,36584,80,tcp,success,,,/login,11342,0.233,,,GET,302,,normal
2026-05-04 09:26:42,FW,net_conn,10.0.1.10,10.0.1.100,60323,445,tcp,success,,,,13262,0.385,,,,0,,normal
2026-05-04 09:27:00,FW,net_conn,10.0.1.21,10.0.1.100,1410,445,tcp,success,,,,16129,0.471,,,,0,,normal
2026-05-04 09:27:18,FW,net_conn,10.0.1.14,10.0.1.101,50013,445,tcp,success,,,,18136,0.367,,,,0,,normal
2026-05-04 09:27:36,FW,http,10.0.1.22,10.0.1.200,29586,443,tcp,success,,,/login,9443,0.243,,,GET,200,,normal
2026-05-04 09:27:54,FW,net_conn,10.0.1.16,10.0.1.101,11840,445,tcp,success,,,,24229,0.42,,,,0,,normal
2026-05-04 09:28:12,FW,http,10.0.1.24,10.0.1.100,44474,80,tcp,failure,,,/login,18993,0.014,,,GET,404,,normal
2026-05-04 09:28:30,FW,http,10.0.1.20,10.0.1.101,18073,443,tcp,success,,,/login,2147,0.19,,,GET,200,,normal
2026-05-04 09:28:48,FW,net_conn,10.0.1.13,10.0.1.101,50911,53,tcp,success,,,,11559,0.44,,,,0,,normal
2026-05-04 09:29:06,FW,net_conn,10.0.1.14,10.0.1.101,31846,53,tcp,success,,,,3183,0.01,,,,0,,normal
2026-05-04 09:29:24,FW,net_conn,10.0.1.18,10.0.1.100,43631,53,tcp,success,,,,7847,0.034,,,,0,,normal
2026-05-04 09:29:42,FW,http,10.0.1.20,10.0.1.100,41743,80,tcp,success,,,/api/status,1167,0.076,,,GET,200,,normal
2026-05-04 09:30:00,FW,http,10.0.1.12,10.0.1.101,17817,80,tcp,success,,,/api/status,23420,0.383,,,GET,302,,normal
2026-05-04 09:30:18,FW,http,10.0.1.12,10.0.1.200,38948,80,tcp,success,,,/api/status,4042,0.013,,,GET,200,,normal
2026-05-04 09:30:36,FW,net_conn,10.0.1.14,10.0.1.200,62724,445,tcp,success,,,,13497,0.358,,,,0,,normal
2026-05-04 09:30:54,FW,http,10.0.1.11,10.0.1.200,40372,443,tcp,success,,,/index,22921,0.403,,,GET,200,,normal
2026-05-04 09:31:12,FW,http,10.0.1.22,10.0.1.200,44377,80,tcp,failure,,,/docs,14537,0.185,,,GET,404,,normal
2026-05-04 09:31:30,FW,net_conn,10.0.1.18,10.0.1.200,56701,53,tcp,success,,,,914,0.21,,,,0,,normal
2026-05-04 09:31:48,FW,net_conn,10.0.1.17,10.0.1.100,42677,445,tcp,success,,,,12368,0.446,,,,0,,normal
2026-05-04 09:32:06,FW,http,10.0.1.17,10.0.1.200,35217,443,tcp,success,,,/login,24545,0.483,,,GET,200,,normal
2026-05-04 09:32:24,FW,net_conn,10.0.1.14,10.0.1.200,29569,445,tcp,success,,,,15732,0.413,,,,0,,normal
2026-05-04 09:32:42,FW,net_conn,10.0.1.19,10.0.1.101,55466,53,tcp,success,,,,8544,0.467,,,,0,,normal
2026-05-04 09:33:00,FW,http,10.0.1.14,10.0.1.101,44814,443,tcp,failure,,,/login,20499,0.189,,,GET,404,,normal
2026-05-04 09:33:18,FW,net_conn,10.0.1.10,10.0.1.101,32976,53,tcp,success,,,,6458,0.106,,,,0,,normal
2026-05-04 09:33:36,FW,net_conn,10.0.1.22,10.0.1.101,58716,53,tcp,success,,,,9663,0.298,,,,0,,normal
2026-05-04 09:33:54,FW,http,10.0.1.24,10.0.1.101,48214,80,tcp,success,,,/api/status,8408,0.203,,,GET,200,,normal
2026-05-04 09:34:12,FW,net_conn,10.0.1.18,10.0.1.100,47675,445,tcp,success,,,,21664,0.245,,,,0,,normal
2026-05-04 09:34:30,FW,http,10.0.1.22,10.0.1.100,46360,80,tcp,success,,,/docs,13751,0.122,,,GET,200,,normal
2026-05-04 09:34:48,FW,net_conn,10.0.1.20,10.0.1.200,37296,53,tcp,success,,,,16007,0.265,,,,0,,normal
2026-05-04 09:35:06,FW,net_conn,10.0.1.16,10.0.1.200,47086,53,tcp,success,,,,12028,0.227,,,,0,,normal
2026-05-04 09:35:24,FW,http,10.0.1.14,10.0.1.101,8859,443,tcp,success,,,/index,10839,0.371,,,GET,200,,normal
2026-05-04 09:35:42,FW,http,10.0.1.22,10.0.1.200,32756,443,tcp,success,,,/api/status,24702,0.138,,,GET,200,,normal
2026-05-04 09:36:00,FW,net_conn,10.0.1.19,10.0.1.200,55591,53,tcp,success,,,,3794,0.097,,,,0,,normal
2026-05-04 09:36:18,FW,http,10.0.1.13,10.0.1.101,36029,443,tcp,success,,,/docs,23700,0.063,,,GET,200,,normal
2026-05-04 09:36:36,FW,net_conn,10.0.1.10,10.0.1.100,62895,53,tcp,success,,,,23352,0.063,,,,0,,normal
2026-05-04 09:36:54,FW,http,10.0.1.23,10.0.1.101,31786,80,tcp,failure,,,/index,9817,0.239,,,GET,404,,normal
2026-05-04 09:37:12,FW,http,10.0.1.15,10.0.1.100,54902,80,tcp,success,,,/docs,4238,0.033,,,GET,302,,normal
2026-05-04 09:37:30,FW,http,10.0.1.17,10.0.1.100,63225,80,tcp,success,,,/api/status,18943,0.152,,,GET,200,,normal
2026-05-04 09:37:48,FW,net_conn,10.0.1.13,10.0.1.100,40091,445,tcp,success,,,,20367,0.395,,,,0,,normal
2026-05-04 09:38:06,FW,net_conn,10.0.1.13,10.0.1.200,60563,445,tcp,success,,,,15262,0.221,,,,0,,normal
2026-05-04 09:38:24,FW,net_conn,10.0.1.23,10.0.1.200,38289,445,tcp,success,,,,10506,0.311,,,,0,,normal
2026-05-04 09:38:42,FW,http,10.0.1.19,10.0.1.200,44305,80,tcp,success,,,/api/status,9171,0.041,,,GET,200,,normal
2026-05-04 09:39:00,FW,http,10.0.1.13,10.0.1.100,30548,80,tcp,success,,,/api/status,13886,0.345,,,GET,200,,normal
2026-05-04 09:39:18,FW,http,10.0.1.17,10.0.1.101,19552,80,tcp,success,,,/api/status,23665,0.351,,,GET,200,,normal
2026-05-04 09:39:36,FW,http,10.0.1.17,10.0.1.100,53708,443,tcp,failure,,,/docs,22165,0.467,,,GET,404,,normal
2026-05-04 09:39:54,FW,http,10.0.1.16,10.0.1.100,5703,443,tcp,success,,,/api/status,5160,0.03,,,GET,200,,normal
2026-05-04 09:40:12,FW,net_conn,10.0.1.22,10.0.1.101,9173,53,tcp,success,,,,14890,0.234,,,,0,,normal
2026-05-04 09:40:30,FW,net_conn,10.0.1.14,10.0.1.200,33822,445,tcp,success,,,,9420,0.27,,,,0,,normal
2026-05-04 09:40:48,FW,http,10.0.1.17,10.0.1.100,17432,80,tcp,success,,,/login,20282,0.013,,,GET,200,,normal
2026-05-04 09:41:06,FW,http,10.0.1.13,10.0.1.200,51035,80,tcp,failure,,,/docs,1818,0.378,,,GET,404,,normal
2026-05-04 09:41:24,FW,net_conn,10.0.1.17,10.0.1.200,12918,445,tcp,success,,,,9614,0.498,,,,0,,normal
2026-05-04 09:41:42,FW,net_conn,10.0.1.16,10.0.1.200,31826,445,tcp,success,,,,3489,0.174,,,,0,,normal
2026-05-04 09:42:00,FW,http,10.0.1.15,10.0.1.101,46484,80,tcp,success,,,/api/status,13988,0.248,,,GET,200,,normal
2026-05-04 09:42:18,FW,http,10.0.1.20,10.0.1.101,17565,80,tcp,success,,,/login,10806,0.162,,,GET,200,,normal
2026-05-04 09:42:36,FW,http,10.0.1.22,10.0.1.101,13317,80,tcp,success,,,/login,2276,0.259,,,GET,302,,normal
2026-05-04 09:42:54,FW,net_conn,10.0.1.19,10.0.1.101,14364,445,tcp,success,,,,2191,0.134,,,,0,,normal
2026-05-04 09:43:12,FW,net_conn,10.0.1.12,10.0.1.101,32790,445,tcp,success,,,,23380,0.061,,,,0,,normal
2026-05-04 09:43:30,FW,http,10.0.1.20,10.0.1.200,1920,443,tcp,success,,,/api/status,18549,0.276,,,GET,200,,normal
2026-05-04 09:43:48,FW,http,10.0.1.11,10.0.1.100,55559,80,tcp,success,,,/login,21724,0.077,,,GET,200,,normal
2026-05-04 09:44:06,FW,net_conn,10.0.1.24,10.0.1.200,47253,53,tcp,success,,,,17174,0.137,,,,0,,normal
2026-05-04 09:44:24,FW,net_conn,10.0.1.23,10.0.1.101,30959,445,tcp,success,,,,8486,0.276,,,,0,,normal
2026-05-04 09:44:42,FW,http,10.0.1.16,10.0.1.100,23298,443,tcp,success,,,/index,14096,0.467,,,GET,200,,normal
2026-05-04 09:45:00,FW,http,10.0.1.18,10.0.1.101,39029,80,tcp,success,,,/docs,19732,0.499,,,GET,200,,normal
2026-05-04 09:45:18,FW,net_conn,10.0.1.17,10.0.1.100,32765,445,tcp,success,,,,18148,0.173,,,,0,,normal
2026-05-04 09:45:36,FW,net_conn,10.0.1.18,10.0.1.200,62159,445,tcp,success,,,,15420,0.161,,,,0,,normal
2026-05-04 09:45:54,FW,http,10.0.1.13,10.0.1.200,3884,443,tcp,success,,,/login,13960,0.159,,,GET,200,,normal
2026-05-04 09:46:12,FW,net_conn,10.0.1.17,10.0.1.200,44519,445,tcp,success,,,,13151,0.396,,,,0,,normal
2026-05-04 09:46:30,FW,net_conn,10.0.1.20,10.0.1.100,9297,445,tcp,success,,,,1713,0.251,,,,0,,normal
2026-05-04 09:46:48,FW,http,10.0.1.19,10.0.1.101,60690,80,tcp,success,,,/login,17734,0.228,,,GET,200,,normal
2026-05-04 09:47:06,FW,net_conn,10.0.1.21,10.0.1.100,64591,445,tcp,success,,,,21955,0.077,,,,0,,normal
2026-05-04 09:47:24,FW,net_conn,10.0.1.17,10.0.1.101,46421,53,tcp,success,,,,20922,0.199,,,,0,,normal
2026-05-04 09:47:42,FW,net_conn,10.0.1.11,10.0.1.101,42101,445,tcp,success,,,,10876,0.359,,,,0,,normal
2026-05-04 09:48:00,FW,http,10.0.1.22,10.0.1.101,45876,80,tcp,success,,,/index,21181,0.46,,,GET,200,,normal
2026-05-04 09:48:18,FW,http,10.0.1.13,10.0.1.200,47154,80,tcp,success,,,/login,21266,0.436,,,GET,200,,normal
2026-05-04 09:48:36,FW,net_conn,10.0.1.17,10.0.1.100,4038,53,tcp,success,,,,1448,0.162,,,,0,,normal
2026-05-04 09:48:54,FW,net_conn,10.0.1.10,10.0.1.101,29249,53,tcp,success,,,,12782,0.073,,,,0,,normal
2026-05-04 09:49:12,FW,http,10.0.1.18,10.0.1.101,40967,443,tcp,success,,,/api/status,3087,0.435,,,GET,200,,normal
2026-05-04 09:49:30,FW,http,10.0.1.19,10.0.1.200,16240,443,tcp,failure,,,/login,5189,0.231,,,GET,404,,normal
2026-05-04 09:49:48,FW,net_conn,10.0.1.14,10.0.1.101,1639,53,tcp,success,,,,22351,0.449,,,,0,,normal
2026-05-04 09:50:06,FW,http,10.0.1.17,10.0.1.101,39531,443,tcp,success,,,/index,11823,0.15,,,GET,302,,normal
2026-05-04 09:50:24,FW,net_conn,10.0.1.16,10.0.1.200,56421,53,tcp,success,,,,15469,0.151,,,,0,,normal
2026-05-04 09:50:42,FW,http,10.0.1.16,10.0.1.101,24548,80,tcp,success,,,/api/status,19240,0.287,,,GET,302,,normal
2026-05-04 09:51:00,FW,http,10.0.1.21,10.0.1.101,38112,80,tcp,success,,,/login,765,0.433,,,GET,200,,normal
2026-05-04 09:51:18,FW,http,10.0.1.22,10.0.1.200,40808,80,tcp,success,,,/login,8040,0.401,,,GET,200,,normal
2026-05-04 09:51:36,FW,http,10.0.1.13,10.0.1.200,7391,443,tcp,success,,,/docs,21086,0.452,,,GET,200,,normal
2026-05-04 09:51:54,FW,net_conn,10.0.1.20,10.0.1.100,3210,53,tcp,success,,,,14944,0.29,,,,0,,normal
2026-05-04 09:52:12,FW,http,10.0.1.21,10.0.1.100,28254,80,tcp,success,,,/docs,24993,0.088,,,GET,200,,normal
2026-05-04 09:52:30,FW,net_conn,10.0.1.12,10.0.1.200,33909,53,tcp,success,,,,17894,0.457,,,,0,,normal
2026-05-04 09:52:48,FW,net_conn,10.0.1.23,10.0.1.100,64422,53,tcp,success,,,,16289,0.403,,,,0,,normal
2026-05-04 09:53:06,FW,http,10.0.1.21,10.0.1.101,50448,80,tcp,success,,,/login,5112,0.483,,,GET,200,,normal
2026-05-04 09:53:24,FW,net_conn,10.0.1.23,10.0.1.200,24995,445,tcp,success,,,,18762,0.045,,,,0,,normal
2026-05-04 09:53:42,FW,net_conn,10.0.1.16,10.0.1.100,9123,53,tcp,success,,,,18082,0.227,,,,0,,normal
2026-05-04 09:54:00,FW,net_conn,10.0.1.20,10.0.1.200,25994,53,tcp,success,,,,19654,0.411,,,,0,,normal
2026-05-04 09:54:18,FW,http,10.0.1.15,10.0.1.100,58973,443,tcp,success,,,/login,20801,0.472,,,GET,200,,normal
2026-05-04 09:54:36,FW,http,10.0.1.15,10.0.1.200,20828,443,tcp,success,,,/index,23472,0.325,,,GET,302,,normal
2026-05-04 09:54:54,FW,http,10.0.1.11,10.0.1.100,8634,80,tcp,success,,,/index,16642,0.049,,,GET,200,,normal
2026-05-04 09:55:12,FW,http,10.0.1.24,10.0.1.200,44964,443,tcp,success,,,/login,12657,0.475,,,GET,302,,normal
2026-05-04 09:55:30,FW,net_conn,10.0.1.21,10.0.1.200,49669,445,tcp,success,,,,19745,0.363,,,,0,,normal
2026-05-04 09:55:48,FW,http,10.0.1.24,10.0.1.101,62565,80,tcp,failure,,,/login,13873,0.476,,,GET,404,,normal
2026-05-04 09:56:06,FW,net_conn,10.0.1.10,10.0.1.200,30081,53,tcp,success,,,,7619,0.222,,,,0,,normal
2026-05-04 09:56:24,FW,http,10.0.1.13,10.0.1.101,24530,80,tcp,failure,,,/docs,21629,0.03,,,GET,404,,normal
2026-05-04 09:56:42,FW,http,10.0.1.14,10.0.1.100,14924,80,tcp,success,,,/login,22217,0.321,,,GET,200,,normal
2026-05-04 09:57:00,FW,http,10.0.1.19,10.0.1.100,52599,80,tcp,success,,,/docs,4626,0.282,,,GET,200,,normal
2026-05-04 09:57:18,FW,http,10.0.1.11,10.0.1.200,51773,443,tcp,success,,,/api/status,11266,0.074,,,GET,200,,normal
2026-05-04 09:57:36,FW,http,10.0.1.24,10.0.1.200,36427,80,tcp,success,,,/docs,4759,0.125,,,GET,200,,normal
2026-05-04 09:57:54,FW,http,10.0.1.12,10.0.1.100,52796,80,tcp,success,,,/api/status,12238,0.394,,,GET,200,,normal
2026-05-04 09:58:12,FW,http,10.0.1.19,10.0.1.101,9331,80,tcp,success,,,/api/status,2217,0.371,,,GET,200,,normal
2026-05-04 09:58:30,FW,http,10.0.1.18,10.0.1.100,34659,80,tcp,success,,,/login,12363,0.297,,,GET,302,,normal
2026-05-04 09:58:48,FW,http,10.0.1.17,10.0.1.200,31042,443,tcp,failure,,,/index,10383,0.322,,,GET,404,,normal
2026-05-04 09:59:06,FW,net_conn,10.0.1.10,10.0.1.100,28960,445,tcp,success,,,,13660,0.343,,,,0,,normal
2026-05-04 09:59:24,FW,net_conn,10.0.1.17,10.0.1.200,59958,445,tcp,success,,,,2908,0.04,,,,0,,normal
2026-05-04 09:59:42,FW,http,10.0.1.19,10.0.1.100,42513,80,tcp,success,,,/api/status,20957,0.293,,,GET,200,,normal
2026-05-04 10:00:00,FW,net_conn,10.0.1.21,10.0.1.101,35794,445,tcp,success,,,,20075,0.147,,,,0,,normal
2026-05-04 10:00:18,FW,net_conn,10.0.1.18,10.0.1.200,53000,445,tcp,success,,,,3749,0.351,,,,0,,normal
2026-05-04 10:00:36,FW,http,10.0.1.23,10.0.1.200,28143,443,tcp,success,,,/login,7987,0.169,,,GET,302,,normal
